ADD,nexthop,11101000010001110010010111101110,111111111,0
ADD,nexthop,00000110011000001111001011110100,011111111,0
ADD,nexthop,10001010011010010000101001111110,101111111,0
ADD,nexthop,01110110101001111011101001100110,001111111,0
ADD,nexthop,00100011000101001101110011110010,110111111,0
ADD,nexthop,11011011011001111001000011100010,010111111,0
ADD,nexthop,01011011100100011100000011010111,100111111,0
ADD,nexthop,01001011101110101110100001110100,000111111,0
ADD,nexthop,01000011111100111010110011010100,111011111,0
ADD,nexthop,01101101010101011100111010111010,011011111,0
ADD,nexthop,01011011001000110110011101011110,101011111,0
ADD,nexthop,00101001101010101111001010111010,001011111,0
ADD,nexthop,10010111001100011110001110000100,110011111,0
ADD,nexthop,00110011101100000000101001011010,010011111,0
ADD,nexthop,10111111010111000011001101001011,100011111,0
ADD,nexthop,11101100000001101101001011010101,000011111,0
ADD,nexthop,01001011111010100100110000100100,111101111,0
ADD,nexthop,10101011000100111101010011000010,011101111,0
ADD,nexthop,00111100001010010010111011110100,101101111,0
ADD,nexthop,00110011001100101100011100001100,001101111,0
ADD,nexthop,10011001111100101001000110011010,110101111,0
ADD,nexthop,01100000010010110000101010100011,010101111,0
ADD,nexthop,11000101001010111001000110110101,100101111,0
ADD,nexthop,00110111111011001101001101011100,000101111,0
ADD,nexthop,00100000110110010000001000101110,111001111,0
ADD,nexthop,11101100011010111011001001000000,011001111,0
ADD,nexthop,10111010011010000001010011000110,101001111,0
ADD,nexthop,10101010100011100010101000011001,001001111,0
ADD,nexthop,00000001100110101000001000110100,110001111,0
ADD,nexthop,00101100000000100110101111110101,010001111,0
ADD,nexthop,11010100101001110001110101001011,100001111,0
ADD,nexthop,00100010000110001010100000011001,000001111,0
ADD,nexthop,10011000111001000001000010010100,111110111,0
ADD,nexthop,10101010110011000011110011111100,011110111,0
ADD,nexthop,01100101010000101010011001111001,101110111,0
ADD,nexthop,01110110100110111111000111111110,001110111,0
ADD,nexthop,10001100010101111110100101000110,110110111,0
ADD,nexthop,01001110000110111101010001010001,010110111,0
ADD,nexthop,00100011001001001101000001100011,100110111,0
ADD,nexthop,00000001110011111101110111100011,000110111,0
ADD,nexthop,10000100001110001011000101111010,111010111,0
ADD,nexthop,10000011100110011100001010100100,011010111,0
ADD,nexthop,11011010011101101100111111000111,101010111,0
ADD,nexthop,00000110011001100010101110100111,001010111,0
ADD,nexthop,10010111110110010001010110010000,110010111,0
ADD,nexthop,11100101001010111010111001000110,010010111,0
ADD,nexthop,01110100010110011010101010111110,100010111,0
ADD,nexthop,00011101100011110011100001011011,000010111,0
ADD,nexthop,00111001101011110110110011101101,111100111,0
ADD,nexthop,01110000110101111101000010101011,011100111,0
ADD,nexthop,11110010100001000000000011001011,101100111,0
ADD,nexthop,11100000000110111011011000000001,001100111,0
ADD,nexthop,01101010111110001001100001001110,110100111,0
ADD,nexthop,11011010010111010000101010000110,010100111,0
ADD,nexthop,00111001011110000011010110010001,100100111,0
ADD,nexthop,01001111010011101011000000000101,000100111,0
ADD,nexthop,10001001110011001011000000001110,111000111,0
ADD,nexthop,11011110000001110001101111101100,011000111,0
ADD,nexthop,10000100000001000111001101111011,101000111,0
ADD,nexthop,11010001110010101010110100000000,001000111,0
ADD,nexthop,01000100110011110100111000000001,110000111,0
ADD,nexthop,01000010011101100011011100011110,010000111,0
ADD,nexthop,00000111100000110011110101110000,100000111,0
ADD,nexthop,11011100001110101011110101001001,000000111,0
ADD,nexthop,10100010101000000111101100110001,111111011,0
ADD,nexthop,11010100011011110010111100101110,011111011,0
ADD,nexthop,11011000011100111110010001010110,101111011,0
ADD,nexthop,01011011110001001000000100100011,001111011,0
ADD,nexthop,10100101111011101111111101000101,110111011,0
ADD,nexthop,01000010011111001101000100101100,010111011,0
ADD,nexthop,01101110100110010010110001101111,100111011,0
ADD,nexthop,11000011100011111100001010110111,000111011,0
ADD,nexthop,10111000110001010111011110101001,111011011,0
ADD,nexthop,01001001100011111001011111101100,011011011,0
ADD,nexthop,00000111111100010001000101010101,101011011,0
ADD,nexthop,11110010000100011001010010001100,001011011,0
ADD,nexthop,10101110000000000101110000001011,110011011,0
ADD,nexthop,00101010001101000001111010100110,010011011,0
ADD,nexthop,00001001111101110000000010001001,100011011,0
ADD,nexthop,10100100011101011101101000111101,000011011,0
ADD,nexthop,00001000111101100010110111001000,111101011,0
ADD,nexthop,11110101111001000001101001101110,011101011,0
ADD,nexthop,01111100110110111011000001100101,101101011,0
ADD,nexthop,00001011000011000000000001111100,001101011,0
ADD,nexthop,01110001000001011011001010011101,110101011,0
ADD,nexthop,10011000000001011010001110010111,010101011,0
ADD,nexthop,00001111111011100001100001101000,100101011,0
ADD,nexthop,11000100010100000010011011011101,000101011,0
ADD,nexthop,11100001111001101100100101110001,111001011,0
ADD,nexthop,00010010011001100011100110010000,011001011,0
ADD,nexthop,00100110101001100111101110100100,101001011,0
ADD,nexthop,10110110100111101010001111011000,001001011,0
ADD,nexthop,00101001011011101010010110110001,110001011,0
ADD,nexthop,01000011000010111001110101101110,010001011,0
ADD,nexthop,11011000111010110000101011010001,100001011,0
ADD,nexthop,11010010111010001111000110010101,000001011,0
ADD,nexthop,01110011100001100011001100111001,111110011,0
ADD,nexthop,10110110111011010110011101011010,011110011,0
ADD,nexthop,11000111001110111111010000010100,101110011,0
ADD,nexthop,11100000000111100100000000101000,001110011,0
ADD,nexthop,10101101000110111000001001001001,110110011,0
ADD,nexthop,00001000111010110101000100000111,010110011,0
ADD,nexthop,01111100111001001011000111001010,100110011,0
ADD,nexthop,01111011100111111111100111101001,000110011,0
ADD,nexthop,00110010010001010000010110001000,111010011,0
ADD,nexthop,10010111111011000111001100100100,011010011,0
ADD,nexthop,11111000010101111100000011001001,101010011,0
ADD,nexthop,00000010001110010010010001000101,001010011,0
ADD,nexthop,00000110011011100011101001011110,110010011,0
ADD,nexthop,10101101001000111001000101100100,010010011,0
ADD,nexthop,01001100001011001011010011000011,100010011,0
ADD,nexthop,11010111001000011001000001100111,000010011,0
ADD,nexthop,00111110111101001000001110000110,111100011,0
ADD,nexthop,11001100110000101111001111001111,011100011,0
ADD,nexthop,11101100001101100001110110111001,101100011,0
ADD,nexthop,00111011110010101110001001101100,001100011,0
ADD,nexthop,10011010101001110100110100101000,110100011,0
ADD,nexthop,11100000000001100001000110000010,010100011,0
ADD,nexthop,01001110101111011001101001101010,100100011,0
ADD,nexthop,01101001111000001111001101110010,000100011,0
ADD,nexthop,10111010010111111111100011101011,111000011,0
ADD,nexthop,10010011101010001100000110111101,011000011,0
ADD,nexthop,01101011000100110000110111001101,101000011,0
ADD,nexthop,00000111100010100100010001000001,001000011,0
ADD,nexthop,00110100010011110111001110010001,110000011,0
ADD,nexthop,01000011100001110000011110001100,010000011,0
ADD,nexthop,01100010011110001101000111111001,100000011,0
ADD,nexthop,11000000110010001001010010010111,000000011,0
ADD,nexthop,00001100100100110001111011100110,111111101,0
ADD,nexthop,10100011000011001111101111101011,011111101,0
ADD,nexthop,11010010111011100001111111110101,101111101,0
ADD,nexthop,11000000100011101010001011000011,001111101,0
ADD,nexthop,01000101001010100010111110101100,110111101,0
ADD,nexthop,11000000100111110001110100101100,010111101,0
ADD,nexthop,10001100011100000011100101110111,100111101,0
ADD,nexthop,10011100110010101000100010011010,000111101,0
ADD,nexthop,01001101111000000100011001101100,111011101,0
ADD,nexthop,00011011000101100010000011001011,011011101,0
ADD,nexthop,11011101011111111110001000000000,101011101,0
ADD,nexthop,00001010000110100100010011110100,001011101,0
ADD,nexthop,01010111011110101110110011101110,110011101,0
ADD,nexthop,00001110011100011110011001100101,010011101,0
ADD,nexthop,00101000110010101111100001000100,100011101,0
ADD,nexthop,11010100011000100111111101100010,000011101,0
ADD,nexthop,10011111000111100010011011011001,111101101,0
ADD,nexthop,00111001010011000001011000100001,011101101,0
ADD,nexthop,11110101111010100101100000100001,101101101,0
ADD,nexthop,11101001010111000100010110000011,001101101,0
ADD,nexthop,01111001010110010011001100110110,110101101,0
ADD,nexthop,00000110001110100110000100011000,010101101,0
ADD,nexthop,10001011001111101100001010000110,100101101,0
ADD,nexthop,11101001001100010111001110010100,000101101,0
ADD,nexthop,10001011110011110001111101001011,111001101,0
ADD,nexthop,00110000001110100000010110101000,011001101,0
